source_id,target_id,relation_type,score
T1070,SC-40(02),related_to,0.4546594
T1048.001,SC-07(10),related_to,0.5156358
T1083,RA-05(04),related_to,0.42804265
T1568,IR-04(02),related_to,0.45162338
T1036.004,SA-12(09),related_to,0.4013504
T1055.004,MA-03(05),related_to,0.52161986
T1020.001,SI-04(18),related_to,0.5464599
T1138,AC-02(06),related_to,0.47146463
T1647,CP-09(04),related_to,0.46974427
T1191,SC-31(01),related_to,0.41911936
T1188,SC-07(08),related_to,0.4801728
T1098.005,IA-03,related_to,0.50961775
T1049,CA-03(04),related_to,0.4600744
T1584,PM-08,related_to,0.5304361
T1600.002,CM-07(09),related_to,0.58812237
T1542,SI-07(10),related_to,0.5156676
T1064,CM-03(05),related_to,0.4479941
T1055.002,MA-03(05),related_to,0.48120707
T1586,AC-02,related_to,0.61900043
T1059.008,AC-06(03),related_to,0.442005
T1562.010,SA-15(05),related_to,0.5301991
T1559.003,SA-09,related_to,0.44531792
T1497,SC-29(01),related_to,0.46053073
T1552.001,IA-05(10),related_to,0.44872102
T1608,IR-04(09),related_to,0.42056713
T1480,PE-03(03),related_to,0.4212575
T1654,MA-04(01),related_to,0.45916
T1134.001,IA-13(02),related_to,0.49696252
T1567.001,SC-07(10),related_to,0.5395838
T1583.006,SA-09,related_to,0.41461548
T1204,MA-03(05),related_to,0.5130174
T1491.001,SI-02,related_to,0.4302426
T1564.002,AC-03(06),related_to,0.42884585
T1134.003,IA-13(02),related_to,0.4936241
T1552.006,AC-02(10),related_to,0.49154797
T1196,CP-10(03),related_to,0.43026242
T1048.002,SI-04(18),related_to,0.54255533
T1087.004,AC-02,related_to,0.4664542
T1057,AU-06(01),related_to,0.43477833
T1562.003,AU-05,related_to,0.4281562
T1053.004,MA-03(05),related_to,0.4167786
T1556.008,SI-04(22),related_to,0.4463699
T1497.002,PL-06,related_to,0.45068243
T1141,IA-05(10),related_to,0.4465651
T1585.003,AC-02,related_to,0.54553586
T1041,SC-07(10),related_to,0.64369404
T1134.004,CP-09(04),related_to,0.43919057
T1621,IA-02(01),related_to,0.6543605
T1554,SA-10(05),related_to,0.4390131
T1023,AC-04(23),related_to,0.4279107
T1055.014,CP-09(04),related_to,0.42979196
T1071.002,SC-07(17),related_to,0.5058618
T1679,SC-03,related_to,0.46460626
T1122,CM-08(03),related_to,0.49186048
T1015,CP-06(03),related_to,0.5955274
T1212,IA-05(10),related_to,0.5523134
T1546.014,AC-02(06),related_to,0.44938305
T1102.003,AC-04(07),related_to,0.45065466
T1502,CP-09(04),related_to,0.43914118
T1142,IA-05(09),related_to,0.43641266
T1169,MA-03(05),related_to,0.5030041
T1574.010,AC-02(06),related_to,0.40315786
T1199,SA-09(03),related_to,0.52519834
T1136.003,AC-02(08),related_to,0.4598149
T1593,AC-04(02),related_to,0.45911497
T1562.013,AC-17(08),related_to,0.49303943
T1098,AC-06(05),related_to,0.52084106
T1048,SC-07(10),related_to,0.6155062
T1547.006,IA-07,related_to,0.4009296
T1678,SA-08(26),related_to,0.4791012
T1588.002,SA-15,related_to,0.5543688
T1052.001,SC-07(10),related_to,0.59620094
T1574.013,AT-02(05),related_to,0.451018
T1061,SC-02(01),related_to,0.43842295
T1542.004,AT-02(05),related_to,0.42726013
T1218.001,SI-03,related_to,0.41565576
T1070.005,SC-10,related_to,0.51979643
T1090.003,SC-07(08),related_to,0.45663926
T1110,IA-05(04),related_to,0.45854628
T1137.003,SI-14,related_to,0.40780547
T1219.003,AC-17,related_to,0.60256934
T1562.001,MA-03(04),related_to,0.5105697
T1565,AC-04(25),related_to,0.48557425
T1559,AU-06(01),related_to,0.5775989
T1001,AC-04(25),related_to,0.5792917
T1584.006,SA-09,related_to,0.40976664
T1601,SA-08(31),related_to,0.5492443
T1574,AC-06(08),related_to,0.5173314
T1036.012,AC-07(03),related_to,0.42822003
T1027.005,MA-03(01),related_to,0.49879536
T1204.003,IR-04(12),related_to,0.4665413
T1543.005,AC-02(06),related_to,0.42118588
T1078,AC-06(05),related_to,0.5321658
T1571,SA-09(02),related_to,0.43588248
T1585.001,AC-02,related_to,0.52986777
T1068,MA-03(05),related_to,0.6024705
T1564.009,SI-20,related_to,0.4510864
T1531,AC-03(08),related_to,0.5002529
T1110.004,IA-05(09),related_to,0.5195177
T1208,IA-02(01),related_to,0.422454
T1027,AC-04(25),related_to,0.47315148
T1556.006,IA-02(01),related_to,0.64868855
T1114.002,SI-18(03),related_to,0.4497493
T1036.001,SI-03(10),related_to,0.48761702
T1564.006,SI-07(17),related_to,0.42719436
T1027.014,SI-03,related_to,0.57581234
T1201,IA-05(04),related_to,0.5248334
T1546,MA-03(05),related_to,0.50128156
T1546.004,AC-02(06),related_to,0.42176366
T1187,IA-11,related_to,0.48730126
T1134.005,SI-10(06),related_to,0.40208945
T1599,SC-07,related_to,0.5027478
T1486,RA-08,related_to,0.4916796
T1488,AC-07(02),related_to,0.46185052
T1553,CP-10(03),related_to,0.55554456
T1548.004,MA-03(05),related_to,0.5778607
T1592.003,SI-02(05),related_to,0.5727071
T1573,AC-04(04),related_to,0.61605334
T1174,IA-05(01),related_to,0.4377917
T1547.002,IA-11,related_to,0.45290646
T1218.010,SI-03,related_to,0.4561747
T1002,SC-07(10),related_to,0.44366395
T1567.003,SC-07(10),related_to,0.5155719
T1081,IA-05(10),related_to,0.45161706
T1592.002,RA-05,related_to,0.48440194
T1056,IA-05(10),related_to,0.4134122
T1587.004,SC-31(01),related_to,0.46272513
T1589.001,IA-02(12),related_to,0.46056527
T1195.002,SA-12,related_to,0.5319671
T1102.002,CP-11,related_to,0.4208852
T1203,MA-03(05),related_to,0.43145645
T1595.003,RA-05(10),related_to,0.431483
T1562.011,AU-06(02),related_to,0.5788941
T1137.004,SI-14,related_to,0.41206786
T1573.002,SC-12(03),related_to,0.5943455
T1567.002,SC-07(10),related_to,0.6148293
T1570,SI-13(03),related_to,0.4050419
T1574.009,SC-11,related_to,0.5091495
T1608.003,SC-12(04),related_to,0.41982067
T1166,MA-03(05),related_to,0.41332793
T1100,AC-02(06),related_to,0.47154775
T1095,SC-07(17),related_to,0.4643332
T1027.003,SC-31,related_to,0.451831
T1001.003,AC-17(10),related_to,0.48586616
T1030,AC-04(32),related_to,0.47487396
T1028,AC-17,related_to,0.4324718
T1550.004,SI-20,related_to,0.41807407
T1078.002,AC-06(05),related_to,0.5222219
T1218.009,SI-03,related_to,0.46277884
T1034,SC-11,related_to,0.42799097
T1506,SI-20,related_to,0.41967204
T1037.003,AC-06(03),related_to,0.44951648
T1499,SC-05,related_to,0.6716193
T1027.004,CM-07(07),related_to,0.40107584
T1065,SA-04(09),related_to,0.48978406
T1614,PE-18,related_to,0.54340667
T1197,SA-12(09),related_to,0.4084337
T1127.001,SI-03,related_to,0.41982773
T1656,SI-03(08),related_to,0.41991758
T1578.005,SA-08(31),related_to,0.4421032
T1088,AC-02(07),related_to,0.48529872
T1494,AC-04(25),related_to,0.45916432
T1090.004,AC-04(02),related_to,0.4361463
T1562.008,AU-05(05),related_to,0.4244519
T1518.001,PL-06,related_to,0.40794957
T1564.003,SC-03,related_to,0.40629533
T1493,SC-09,related_to,0.40575606
T1591.004,AT-03,related_to,0.5165108
T1132,AC-04(25),related_to,0.5044273
T1546.010,AC-06(08),related_to,0.4319245
T1598,AC-03(05),related_to,0.42263705
T1496,SC-06,related_to,0.42086035
T1585,AC-02,related_to,0.63441336
T1588,IR-04(09),related_to,0.4482116
T1147,AC-03(06),related_to,0.43563926
T1556.009,AC-03,related_to,0.5670503
T1555.006,IA-05(18),related_to,0.43663886
T1213.003,SA-05(05),related_to,0.53898394
T1565.002,SC-09,related_to,0.4054792
T1003.008,CA-06,related_to,0.47070125
T1569,SA-09,related_to,0.6675906
T1055.009,SI-16,related_to,0.53550553
T1223,CM-07(07),related_to,0.42387417
T1650,PS-06,related_to,0.6036431
T1601.001,SI-02(04),related_to,0.42942145
T1213,AU-06(03),related_to,0.46415645
T1070.009,AT-02(05),related_to,0.5463491
T1146,SI-03(08),related_to,0.42924148
T1555.004,IA-05(09),related_to,0.46173972
T1519,AC-02(06),related_to,0.44422108
T1194,IA-09,related_to,0.42221934
T1200,CM-07(09),related_to,0.4020759
T1219.002,AC-17(10),related_to,0.48206687
T1505,AU-09(07),related_to,0.44986174
T1485,MP-06(06),related_to,0.5093914
T1556.001,AC-04(17),related_to,0.57840556
T1027.006,SI-04(18),related_to,0.4412608
T1556.005,AC-03(08),related_to,0.47026065
T1027.010,SI-03(08),related_to,0.5039678
T1022,AC-04(04),related_to,0.58675176
T1070.004,MA-03(03),related_to,0.44156867
T1498,SC-05,related_to,0.75756514
T1546.016,CM-11(02),related_to,0.49664077
T1595.001,SA-19(04),related_to,0.4001837
T1221,SI-10(06),related_to,0.52067286
T1037.004,AC-06(08),related_to,0.410075
T1134,IA-13(02),related_to,0.51260334
T1209,AU-08(02),related_to,0.5206112
T1111,IA-02(02),related_to,0.6437547
T1027.002,SI-03,related_to,0.47947875
T1584.007,SC-06,related_to,0.40822327
T1071.001,SC-07(17),related_to,0.4976696
T1564.005,SC-30(05),related_to,0.4506825
T1543.002,AC-02(06),related_to,0.40210178
T1668,SA-04(01),related_to,0.48415914
T1136,AC-02,related_to,0.48102298
T1584.004,SC-06,related_to,0.46955314
T1672,SI-08,related_to,0.5027396
T1526,RA-05(04),related_to,0.4132006
T1204.004,SI-03(10),related_to,0.55615
T1018,SC-07(16),related_to,0.49452278
T1046,SI-04(22),related_to,0.47132954
T1590.001,AC-04(02),related_to,0.45720845
T1518,RA-05(04),related_to,0.40763143
T1055.005,SA-08(26),related_to,0.40235746
T1622,SI-20,related_to,0.43063772
T1547.007,AC-02(06),related_to,0.45316392
T1052,SC-07(10),related_to,0.7065902
T1574.002,AC-06(08),related_to,0.42033756
T1216.002,SI-07(17),related_to,0.40752965
T1588.003,SC-12(04),related_to,0.40411443
T1126,SC-10,related_to,0.5205206
T1548.006,MA-03(05),related_to,0.47184372
T1055.008,MA-03(05),related_to,0.48343852
T1653,CM-06,related_to,0.49658957
T1021.001,AU-14(03),related_to,0.45532426
T1055.015,RA-02,related_to,0.5002583
T1665,SC-30(05),related_to,0.45250294
T1484,CP-09(04),related_to,0.44442835
T1596.005,RA-05,related_to,0.5536469
T1564.001,SC-30,related_to,0.41071448
T1591.001,CM-12,related_to,0.46597695
T1137.002,SA-17(06),related_to,0.4290163
T1587,SI-08(03),related_to,0.4399688
T1173,AC-04(03),related_to,0.45000657
T1204.001,SC-35,related_to,0.46150935
T1550.001,AC-03,related_to,0.46375814
T1569.002,SA-09(05),related_to,0.4647233
T1078.004,AC-06(05),related_to,0.4862272
T1480.001,SC-12,related_to,0.40798616
T1008,SA-08(18),related_to,0.47747773
T1680,MP-04,related_to,0.4624604
T1564.004,AC-16,related_to,0.48134616
T1558.003,IA-02(01),related_to,0.41982785
T1096,AC-16,related_to,0.47952998
T1003.006,IA-05(10),related_to,0.43246913
T1124,SC-45,related_to,0.49247724
T1053.002,MA-03(05),related_to,0.5476545
T1035,SA-09(05),related_to,0.4822974
T1055.001,AC-02(06),related_to,0.44862542
T1588.005,SC-31(01),related_to,0.46123716
T1556,PM-10,related_to,0.58798367
T1546.017,PE-02,related_to,0.4066408
T1056.004,IA-05(10),related_to,0.51549906
T1495,SI-07,related_to,0.655907
T1490,CP-10,related_to,0.60691154
T1546.007,AC-06(03),related_to,0.41514134
T1566.003,IA-09,related_to,0.4204088
T1090.001,SC-07(08),related_to,0.44635296
T1216,CM-03(05),related_to,0.44445065
T1094,SC-07(17),related_to,0.47571686
T1001.001,AC-04(25),related_to,0.48862323
T1043,SA-04(09),related_to,0.5291103
T1552.007,CA-06,related_to,0.40274435
T1584.001,AC-04(02),related_to,0.6026529
T1505.001,SA-08(29),related_to,0.4289794
T1556.004,IA-03(02),related_to,0.5207368
T1561.001,AC-07(02),related_to,0.46152568
T1048.003,SC-07(10),related_to,0.56636715
T1027.015,SI-03,related_to,0.42147693
T1574.004,AT-02(05),related_to,0.41060564
T1601.002,MP-08,related_to,0.46567395
T1078.003,IA-02(03),related_to,0.6183565
T1669,AC-18,related_to,0.50629
T1211,SC-31(01),related_to,0.47498587
T1127,CM-07(07),related_to,0.4733057
T1529,AU-05(04),related_to,0.45188
T1564.010,SC-16(02),related_to,0.44967046
T1574.012,AT-02(05),related_to,0.42995048
